,Nombre_Institucion,Provincia,Canton,Parroquia,Numero_de_estudiantes,Numero_de_docentes
2838,QUISQUIS,ZAMORA CHINCHIPE,YANTZAZA,LOS ENCUENTROS,29,2
2840,6 DE OCTUBRE,ZAMORA CHINCHIPE,YANTZAZA,LOS ENCUENTROS,45,4
2841,ESCUELA PADRE ISASSI,ZAMORA CHINCHIPE,YANTZAZA,LOS ENCUENTROS,44,3
2844,ESCUELA GONZALO ABAD,ZAMORA CHINCHIPE,YANTZAZA,LOS ENCUENTROS,42,3
2853,CENTRO ARTESANAL  LA INMACULADA,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,66,5
2854,DOCE  DE OCTUBRE,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,92,9
2857,MONSEÑOR LEONIDAS PROAÑO,ZAMORA CHINCHIPE,ZAMORA,TIMBARA,22,2
2863,UNIDAD EDUCATIVA EXPERIMENTAL ADISTANCIA DE ZAMORA CH EXT LA PITUCA,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,42,4
2867,ANDRES FRANCISCO CORDOVA,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,31,6
2868,CENTRO ARTESANAL  JULIUS DOPFNER,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,30,5
2873, INTERAKTIVER KINGDERGARTEN SCHULE,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,67,4
2875,FLORA PEÑA DE ARIAS,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,28,3
2879,LUIS FELIPE BORJA NRO 8,ZAMORA CHINCHIPE,ZAMORA,SABANILLA,50,5
2880,ROSITA PAREDES JUMBOS,ZAMORA CHINCHIPE,ZAMORA,SABANILLA,31,2
2883,ALONSO DE MERCADILLO,ZAMORA CHINCHIPE,ZAMORA,EL LIMON,25,3
2884,ESCUELA FISCAL MIXTA FERNANDO PASAN,ZAMORA CHINCHIPE,ZAMORA,EL LIMON,66,7
2891,LUIS ALBERTO VALENCIA,ZAMORA CHINCHIPE,ZAMORA,IMBANA (LA VICTORIA DE IMBANA),38,4
2893,JUAN DE VERGARA,ZAMORA CHINCHIPE,ZAMORA,IMBANA (LA VICTORIA DE IMBANA),29,3
2894,BERNARDINO ECHEVERRIA,ZAMORA CHINCHIPE,ZAMORA,IMBANA (LA VICTORIA DE IMBANA),70,7
2898,JAEN Y MAINAS,ZAMORA CHINCHIPE,ZAMORA,IMBANA (LA VICTORIA DE IMBANA),75,9
2899,IMBANA,ZAMORA CHINCHIPE,ZAMORA,IMBANA (LA VICTORIA DE IMBANA),71,11
2903,LUIS VARGAS TORRES,ZAMORA CHINCHIPE,ZAMORA,GUADALUPE,43,3
2907,CARLOS GARBAY,ZAMORA CHINCHIPE,ZAMORA,GUADALUPE,32,3
2909,UNIDAD EDUCATIVA EXPERIMENTAL A DISTANCIA DE ZAMORA CH EXT GUADALUPE,ZAMORA CHINCHIPE,ZAMORA,GUADALUPE,65,6
2910,JOSE MARTI,ZAMORA CHINCHIPE,ZAMORA,GUADALUPE,31,2
2911,ODILO AGUILAR,ZAMORA CHINCHIPE,ZAMORA,GUADALUPE,40,3
2912,LORENZO DE CEPEDA,ZAMORA CHINCHIPE,ZAMORA,GUADALUPE,23,3
2914,INTI PAKARI,ZAMORA CHINCHIPE,ZAMORA,GUADALUPE,33,2
2917,UNIDAD  EDUC EXPERIMENTAL  A DISTANCIA  ZAMORA EXT CHAMICO,ZAMORA CHINCHIPE,ZAMORA,CUMBARATZA,41,6
2922,JOSE DE LA CUADRA,ZAMORA CHINCHIPE,ZAMORA,CUMBARATZA,67,5
2927,RIO CENEPA,ZAMORA CHINCHIPE,ZAMORA,CUMBARATZA,52,4
2932,ANTONIO JOSE DE SUCRE,ZAMORA CHINCHIPE,ZAMORA,GUADALUPE,75,10
2935,CLODOVEO JIMENEZ CARPIO,ZAMORA CHINCHIPE,ZAMORA,TIMBARA,21,3
