,Nombre_Institucion,Provincia,Canton,Parroquia,Numero_de_estudiantes,Numero_de_docentes
2308,JOSE VICENTE TRUJILLO,LOJA,SOZORANGA,SOZORANGA,9,2
2310,6 DE DICIEMBRE,LOJA,SOZORANGA,SOZORANGA,21,2
2311,CENTRO ARTESANAL EDUARDO ANDRADE JARAMILLO,LOJA,SOZORANGA,SOZORANGA,16,2
2312,HERMINIA SOTO CELI DE ARIAS,LOJA,SOZORANGA,SOZORANGA,15,2
2314,FRANCISCO HERBOLARIO SOLANO,LOJA,SOZORANGA,SOZORANGA,4,2
2317,ZOILO RODRIGUEZ,LOJA,SOZORANGA,SOZORANGA,41,8
2318,ERNESTO PINTO CASTILLO,LOJA,SOZORANGA,SOZORANGA,22,4
2320,EGDA MARIA GUERRERO LEON,LOJA,SOZORANGA,SOZORANGA,11,2
2322,DOLORES CELI,LOJA,SOZORANGA,SOZORANGA,63,10
2323,LEOPOLDO SAMANIEGO,LOJA,SOZORANGA,SOZORANGA,15,2
2325,AGUSTIN MOSQUERA CRESPO,LOJA,SOZORANGA,SOZORANGA,7,2
2326,18 DE NOVIEMBRE,LOJA,SOZORANGA,SOZORANGA,212,24
2329,HERMANO MIGUEL,LOJA,SOZORANGA,NUEVA FATIMA,27,3
2330,JOSE MARIA RIOFRIO VALDIVIEZO,LOJA,SOZORANGA,NUEVA FATIMA,100,8
2331,MANUEL SAMANIEGO PEÑA,LOJA,SOZORANGA,NUEVA FATIMA,13,2
2334,20 DE DICIEMBRE,LOJA,SOZORANGA,NUEVA FATIMA,15,3
2335,BARTOLOME RUIZ,LOJA,SOZORANGA,SOZORANGA,22,2
2336,ALBERTO MENA HIDALGO,LOJA,SOZORANGA,NUEVA FATIMA,21,2
2339,ESMERALDAS,LOJA,SOZORANGA,NUEVA FATIMA,43,6
2341,DR. OTTO AROSEMENA GOMEZ,LOJA,SOZORANGA,TACAMOROS,20,4
2342,ESCUELA BENIGNO MALO,LOJA,SOZORANGA,TACAMOROS,11,2
2343,FLODUARDO LEON ALBAN,LOJA,SOZORANGA,TACAMOROS,30,2
2344,DR. ANTONIO TRUJILLO,LOJA,SOZORANGA,TACAMOROS,6,2
2346,EMILIANO ORTEGA ESPINOZA,LOJA,SOZORANGA,TACAMOROS,13,4
2347,26 DE SEPTIEMBRE,LOJA,SOZORANGA,TACAMOROS,9,2
2349,PERPETUO SOCORRO,LOJA,SOZORANGA,TACAMOROS,11,3
2350,VIRGILIO ABARCA,LOJA,SOZORANGA,TACAMOROS,62,9
2351,ALTAR,LOJA,SOZORANGA,TACAMOROS,10,2
2353,LCDO AUGUSTO IZQUIERDO,LOJA,SOZORANGA,TACAMOROS,10,2
2354,GEOFRE  ABDON  LUZURIAGA,LOJA,SOZORANGA,TACAMOROS,32,5
2355,MANUEL AGUSTIN AGUIRRE,LOJA,SOZORANGA,TACAMOROS,77,11
2358,MATIAS ESPINOSA AYALA,LOJA,SOZORANGA,TACAMOROS,18,2
2359,LUIS CARPIO MORA,LOJA,SOZORANGA,TACAMOROS,11,2
2362,JUAN FRANCISCO PINZON,LOJA,SOZORANGA,TACAMOROS,33,3
2365,LIC GONZALO A VASQUEZ S,LOJA,SOZORANGA,TACAMOROS,6,2
2366,COLEGIO TECNICO FORESTAL DR ZOILO RODRIGUEZ,LOJA,SOZORANGA,TACAMOROS,93,12
2370,JOSE FELIX DE VALDIVIESO,LOJA,ZAPOTILLO,ZAPOTILLO,31,3
2371,ESCUELA FISCAL MIXTA GENERAL  MARIANO VALDIVIESO,LOJA,ZAPOTILLO,ZAPOTILLO,24,3
2373,CENTRO DE FORMACION ARTESANAL JOSE ANTONIO CAMPOS,LOJA,ZAPOTILLO,ZAPOTILLO,164,11
2376,JOSE ANTONIO CAMPOS,LOJA,ZAPOTILLO,ZAPOTILLO,330,17
2379,REINA MATERNAL DE LA FRONTERA,LOJA,ZAPOTILLO,ZAPOTILLO,219,11
2380,UNIDAD EDUCATIVA A DISTANCIA DE LOJA EXT  PADRE FRANCO AGUIRRE,LOJA,ZAPOTILLO,ZAPOTILLO,147,9
2381,AMAZONAS,LOJA,ZAPOTILLO,ZAPOTILLO,13,2
2382,RED EDUCATIVA CEIBA CHICA,LOJA,ZAPOTILLO,ZAPOTILLO,180,15
2385,COLEGIO NACIONAL ZAPOTILLO,LOJA,ZAPOTILLO,ZAPOTILLO,302,22
2387,VIRGEN FRONTERIZA,LOJA,ZAPOTILLO,PALETILLAS,18,2
2392,ESCUELA SOLDADO FRANCISCO A. CORONEL,LOJA,ZAPOTILLO,PALETILLAS,93,6
2393,CARACAS,LOJA,ZAPOTILLO,PALETILLAS,21,2
2395,JOSE BALDOR,LOJA,ZAPOTILLO,PALETILLAS,15,2
2397,ESCUELA PINTAC,LOJA,ZAPOTILLO,PALETILLAS,45,4
2400,LUIS FELIPE  BORJA,LOJA,ZAPOTILLO,PALETILLAS,103,8
2402,NAZACOTA PUENTO,LOJA,ZAPOTILLO,PALETILLAS,30,3
2405,COLEGIO GALO ROLANDO VELEZ RIVERA,LOJA,ZAPOTILLO,PALETILLAS,168,12
2406,UNIDAD EDUCATIVA A DISTANCIA DE LOJA EXTENSION MANGAHURQUILLO,LOJA,ZAPOTILLO,BOLASPAMBA,112,5
2407,BATALLON CAYAMBE,LOJA,ZAPOTILLO,BOLASPAMBA,25,2
2408,27 DE FEBRERO,LOJA,ZAPOTILLO,BOLASPAMBA,39,3
2409,PRIMERO DE MAYO,LOJA,ZAPOTILLO,BOLASPAMBA,29,2
2410,GENERAL FRANCISCO ROBLES,LOJA,ZAPOTILLO,CAZADEROS,29,2
2411,UNIDAD EDUCATIVA A DISTANCIA DE LOJA EXTENSION JUAN PABLO II,LOJA,ZAPOTILLO,BOLASPAMBA,51,4
2412,MANGAHURCO,LOJA,ZAPOTILLO,CAZADEROS,48,13
2413,GREGORIO MARAÑON,LOJA,ZAPOTILLO,BOLASPAMBA,74,8
2414,PLAZA LEDESMA,LOJA,ZAPOTILLO,CAZADEROS,34,3
2419,UNIDAD EDUCATIVA A DISTANCIA DE LOJA TOMAS MONTOYA  CAZADEROS,LOJA,ZAPOTILLO,CAZADEROS,26,4
2420,LORENZO DE HEREDIA,LOJA,ZAPOTILLO,BOLASPAMBA,18,3
2422,BARON DE HUMBOLTH,LOJA,ZAPOTILLO,CAZADEROS,47,7
2427,CABO DANIEL MARTINEZ,LOJA,ZAPOTILLO,GARZAREAL,18,2
2430,NICOLAS BURNEO ARIAS,LOJA,ZAPOTILLO,GARZAREAL,25,3
2431,SEIS DE DICIEMBRE,LOJA,ZAPOTILLO,GARZAREAL,12,2
2433,BATALLON GENERAL CORDOVA,LOJA,ZAPOTILLO,GARZAREAL,43,4
2434,LOS ANDES,LOJA,ZAPOTILLO,GARZAREAL,13,2
2436,ZAMORA,LOJA,ZAPOTILLO,GARZAREAL,77,7
2442,ING.JULIO GONZALO HIDALGO,LOJA,ZAPOTILLO,LIMONES,75,8
2444,WILFRIDO VIDAL SANCHEZ,LOJA,ZAPOTILLO,LIMONES,23,2
2451,FRANCISCO DE ORELLANA,LOJA,ZAPOTILLO,LIMONES,100,11
2454,UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH EXTEN SAN ISIDRO,ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,ZUMBI,47,6
2457,UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH EXTEN ZUMBI,ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,ZUMBI,80,6
2458,AGUSTIN TSAMAREIN CHUMAPI,ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,TRIUNFO-DORADO,85,6
2460,GENERAL PINTAG,ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,PANGUINTZA,13,2
2461,LUZ DE AMERICA,ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,TRIUNFO-DORADO,27,3
2463,UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH  EXT EL DORADO,ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,TRIUNFO-DORADO,83,6
2468,ALFREDO BAQUERIZO MORENO,ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,ZUMBI,27,3
2470,CIUDAD DE LATACUNGA,ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,PANGUINTZA,373,18
2473,LA  CONDAMINE,ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,TRIUNFO-DORADO,37,3
2474,FRAY CARLOS URIA,ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,ZUMBI,303,20
2475,GENERAL EPICLACHIMA,ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,ZUMBI,250,17
2476,ARCHIPIELAGO DE COLON,ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,ZUMBI,22,2
2477,NUEVE DE OCTUBRE,ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,ZUMBI,52,4
2478,HERMANO MIGUEL,ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,ZUMBI,118,7
2479,ESPECIAL PADRE JUAN SOLIS,ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,ZUMBI,16,2
2480,GONZALO ZALDUMBIDE,ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,ZUMBI,27,3
2481,COLEGIO TECNICO AGROPECUARIO ZUMBI,ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,ZUMBI,417,26
2485,ALEJANDRO ENCALADA,ZAMORA CHINCHIPE,CHINCHIPE,EL CHORRO,24,2
2487,UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA EXT LA CHONTA,ZAMORA CHINCHIPE,CHINCHIPE,LA CHONTA,21,4
2488,GUAYAQUIL,ZAMORA CHINCHIPE,CHINCHIPE,LA CHONTA,27,2
2489,COLEGIO NACIONAL CHINCHIPE,ZAMORA CHINCHIPE,CHINCHIPE,LA CHONTA,10,9
2491,COLEGIO    DIEZ DE AGOSTO,ZAMORA CHINCHIPE,CHINCHIPE,EL CHORRO,17,12
2493,UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH EXT EL HORCON,ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,29,3
2494,MORAIMA CARVAJAL,ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,24,2
2499,LUIS G TUFINO,ZAMORA CHINCHIPE,CHINCHIPE,SAN ANDRES,44,5
2500,JOSE VICENTE LEON,ZAMORA CHINCHIPE,CHINCHIPE,SAN ANDRES,20,2
2501,CIUDAD DE ZUMBA,ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,313,20
2502,PRIMERO DE MAYO,ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,145,12
2507,BENJAMIN CARRION,ZAMORA CHINCHIPE,CHINCHIPE,SAN ANDRES,42,4
2509,SEGUNDO ZAQUINAULA GARCÍA,ZAMORA CHINCHIPE,CHINCHIPE,SAN ANDRES,28,3
2511,YAGUACHI,ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,16,2
2512,UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMOTA CH EXT LA DIVERSION,ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,77,6
2516,UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH EXTENSION ZUMBA,ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,137,6
2517,TÉCNICO INDUSTRIAL ZUMBA,ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,549,46
2521,SEGUNDO TEODORO PAVON ROMERO,ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,49,5
2525,MARIO PALTIN LAVANDA,ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,79,9
2528,LUIS PASTEUR,ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,53,2
2529,YAGUARZONGO,ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,259,11
2532,SOLDADO BYRON JIMENEZ,ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,30,4
2534,CHIMBORAZO,ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,59,5
2535,UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH EXT GUARIMIZAL,ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,45,6
2536,CENTRO   ARTESANAL ZUMBA,ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,36,5
2538,BRASIL,ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,192,11
2539,COLEGIO TÉCNICO FISCAL MIXTO MANUELA SAENZ,ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,286,22
2543,CIUDAD DE VILCABAMBA,ZAMORA CHINCHIPE,CHINCHIPE,CHITO,90,5
2546,UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH EXT LA CRUZ,ZAMORA CHINCHIPE,CHINCHIPE,CHITO,93,6
2549,ESCUELA  ECUADOR AMAZONICO,ZAMORA CHINCHIPE,CHINCHIPE,CHITO,28,2
2554,COLEGIO TECNICO HEROES DE PAQUISHA,ZAMORA CHINCHIPE,CHINCHIPE,CHITO,75,11
2556,REINO DE QUITO,ZAMORA CHINCHIPE,CHINCHIPE,CHITO,19,2
2561,EUGENIO ESPEJO,ZAMORA CHINCHIPE,EL PANGUI,PACHICUTZA,25,2
2563,TUTIN,ZAMORA CHINCHIPE,EL PANGUI,EL PANGUI,73,5
2566,SAANT,ZAMORA CHINCHIPE,EL PANGUI,PACHICUTZA,35,3
2568,CACHA,ZAMORA CHINCHIPE,EL PANGUI,EL PANGUI,482,16
2569,CENTRO DE FORMACION ARTESANAL CACHA,ZAMORA CHINCHIPE,EL PANGUI,EL PANGUI,34,3
2575,CENTRO EDUCATIVO  ISIDRO AYORA,ZAMORA CHINCHIPE,EL PANGUI,PACHICUTZA,107,13
2576,PRINCESA TOA,ZAMORA CHINCHIPE,EL PANGUI,PACHICUTZA,17,2
2577,LEONIDAS GARCIA,ZAMORA CHINCHIPE,EL PANGUI,PACHICUTZA,95,11
2578,TUMBEZ MARAÑON,ZAMORA CHINCHIPE,EL PANGUI,EL PANGUI,553,24
2579,CARMEN VALDIVIEZO,ZAMORA CHINCHIPE,EL PANGUI,EL PANGUI,38,2
2580,JUDITH TAPIA,ZAMORA CHINCHIPE,EL PANGUI,EL PANGUI,15,3
2581,UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH EXT PANGUI,ZAMORA CHINCHIPE,EL PANGUI,EL PANGUI,307,7
2582,5 DE JUNIO,ZAMORA CHINCHIPE,EL PANGUI,EL PANGUI,47,3
2587,ECUADOR AMAZONICO,ZAMORA CHINCHIPE,EL PANGUI,EL PANGUI,990,41
2598,CALICUCHIMA (PRIMARIO),ZAMORA CHINCHIPE,EL PANGUI,EL GUISME,21,2
2599,UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH EXT GUISMI,ZAMORA CHINCHIPE,EL PANGUI,EL GUISME,47,3
2600,HUALCOPO DUCHICELA,ZAMORA CHINCHIPE,EL PANGUI,EL GUISME,208,12
2601,JUAN BENIGNO VELA,ZAMORA CHINCHIPE,EL PANGUI,EL GUISME,43,3
2604,JAIME ROLDOS AGUILERA,ZAMORA CHINCHIPE,EL PANGUI,TUNDAYME,171,11
2605,UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH EXT TUNDAYME,ZAMORA CHINCHIPE,EL PANGUI,TUNDAYME,43,7
2609,ABELARDO MONCAYO,ZAMORA CHINCHIPE,EL PANGUI,EL GUISME,136,11
2613,UNIDAD EDUCATIVA EXPERIMENTAL A DISTANCIA DE ZAMORA CH EXT GUAYZIMI,ZAMORA CHINCHIPE,NANGARITZA,GUAYZIMI,145,7
2614,CENTRO ARTESANAL GUAYZIMI,ZAMORA CHINCHIPE,NANGARITZA,GUAYZIMI,25,4
2615,SOLDADO VICENTE ARNULFO ROSERO PALACIOS,ZAMORA CHINCHIPE,NANGARITZA,GUAYZIMI,187,9
2616,MONS JORGE MOSQUERA,ZAMORA CHINCHIPE,NANGARITZA,GUAYZIMI,319,15
2620,JOSE LUIS NANTIPA,ZAMORA CHINCHIPE,NANGARITZA,GUAYZIMI,98,9
2621,ISABEL WAMPASH,ZAMORA CHINCHIPE,NANGARITZA,GUAYZIMI,45,3
2622,COLEGIO TECNICO AGROPECUARIO RIO NANGARITZA,ZAMORA CHINCHIPE,NANGARITZA,GUAYZIMI,435,22
2624,JUAN CHUINDA,ZAMORA CHINCHIPE,NANGARITZA,ZURMI,86,8
2629,JOSÉ SHARUP,ZAMORA CHINCHIPE,NANGARITZA,ZURMI,26,2
2631,UNIDAD EDUCATIVA EXPERIMIENTAL A DISTANCIA ZAMORA CH EXT ZURMI,ZAMORA CHINCHIPE,NANGARITZA,ZURMI,48,4
2634,CORDILLERA DEL CONDOR,ZAMORA CHINCHIPE,NANGARITZA,ZURMI,52,3
2636,MANUEL SARANGO ROMERO,ZAMORA CHINCHIPE,NANGARITZA,ZURMI,64,4
2637,YAWINTS,ZAMORA CHINCHIPE,NANGARITZA,ZURMI,38,2
2640,PEDRO FERMIN CEVALLOS,ZAMORA CHINCHIPE,NANGARITZA,ZURMI,236,13
2643,TIWIRAM,ZAMORA CHINCHIPE,NANGARITZA,NUEVO PARAISO,35,3
2644,ARUTAM,ZAMORA CHINCHIPE,NANGARITZA,NUEVO PARAISO,24,2
2645,WAMPACH,ZAMORA CHINCHIPE,NANGARITZA,NUEVO PARAISO,63,6
2646,MANUEL CAIZA UNTUÑA,ZAMORA CHINCHIPE,NANGARITZA,NUEVO PARAISO,37,3
2647,TENIENTE SEGUNDO QUIROZ,ZAMORA CHINCHIPE,NANGARITZA,NUEVO PARAISO,86,5
2649,UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH EXT PALANDA,ZAMORA CHINCHIPE,PALANDA,PALANDA,224,7
2651,ALBERTO SAETAMA MASACHE,ZAMORA CHINCHIPE,PALANDA,PALANDA,45,5
2652,LA DOLOROSA,ZAMORA CHINCHIPE,PALANDA,PALANDA,143,9
2654,REPUBLICA DE FRANCIA,ZAMORA CHINCHIPE,PALANDA,PALANDA,83,8
2655,UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH EXT PUCARON,ZAMORA CHINCHIPE,PALANDA,PALANDA,39,3
2656,CENTRO ARTESANAL PALANDA,ZAMORA CHINCHIPE,PALANDA,PALANDA,18,4
2657,CIUDAD DE RIOBAMBA,ZAMORA CHINCHIPE,PALANDA,PALANDA,33,3
2659,SAN AGUSTIN,ZAMORA CHINCHIPE,PALANDA,PALANDA,22,2
2660,OSWALDO GUAYASAMIN,ZAMORA CHINCHIPE,PALANDA,PALANDA,15,2
2661,ABDON CALDERON,ZAMORA CHINCHIPE,PALANDA,PALANDA,15,2
2663,UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH EXT FATIMA,ZAMORA CHINCHIPE,PALANDA,PALANDA,34,3
2664,TENIENTE HUGO ORTIZ,ZAMORA CHINCHIPE,PALANDA,PALANDA,454,18
2666,PROVINCIA DE PASTAZA,ZAMORA CHINCHIPE,PALANDA,PALANDA,20,2
2667,COLEGIO TECNICO ORIENTE ECUATORIANO,ZAMORA CHINCHIPE,PALANDA,PALANDA,332,20
2668,CENTRO ARTESANAL VALLADOLID,ZAMORA CHINCHIPE,PALANDA,VALLADOLID,10,3
2669,GONZALO PIZARRO,ZAMORA CHINCHIPE,PALANDA,VALLADOLID,20,2
2671,CIUDAD DE LOYOLA,ZAMORA CHINCHIPE,PALANDA,VALLADOLID,37,4
2672,FRANCISCO DE ORELLANA,ZAMORA CHINCHIPE,PALANDA,VALLADOLID,168,10
2673,CUIDAD DE LOYOLA,ZAMORA CHINCHIPE,PALANDA,VALLADOLID,176,19
2674,OSCAR EFREN REYES,ZAMORA CHINCHIPE,PALANDA,EL PORVENIR DEL CARMEN,25,2
2675,JHON  F  KENNEDY,ZAMORA CHINCHIPE,PALANDA,EL PORVENIR DEL CARMEN,118,5
2676,COLEGIO  NACIONAL  EL PORVENIR,ZAMORA CHINCHIPE,PALANDA,EL PORVENIR DEL CARMEN,69,9
2677,UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH EXT NUMBALA BAJO,ZAMORA CHINCHIPE,PALANDA,EL PORVENIR DEL CARMEN,14,2
2678,UNIDAD ED EXPERIM A DISTANCIA ZAMORA CH EXTSAN JUAN DE PUNCHIS,ZAMORA CHINCHIPE,PALANDA,SAN FRANCISCO DE VERGEL,50,4
2681,HERNAN IÑIGUEZ,ZAMORA CHINCHIPE,PALANDA,EL PORVENIR DEL CARMEN,62,3
2682,JOSE MEJIA LEQUERICA,ZAMORA CHINCHIPE,PALANDA,EL PORVENIR DEL CARMEN,90,9
2684,EDGAR JIJON,ZAMORA CHINCHIPE,PALANDA,EL PORVENIR DEL CARMEN,23,2
2685,UNIDAD EDUC EXPERIMENTAL A DISTANCIA  ZAMORA CH EXT SANTA CLARA,ZAMORA CHINCHIPE,PALANDA,EL PORVENIR DEL CARMEN,73,5
2688,ANGEL POLIBIO CHAVEZ,ZAMORA CHINCHIPE,PALANDA,EL PORVENIR DEL CARMEN,33,3
2689,MADRE TERESA DE CALCUTA,ZAMORA CHINCHIPE,PALANDA,SAN FRANCISCO DE VERGEL,22,2
2691,FERNANDO DAQUILEMA,ZAMORA CHINCHIPE,PALANDA,SAN FRANCISCO DE VERGEL,55,4
2692,LUIS RIVADENEIRA ESCOBAR,ZAMORA CHINCHIPE,PALANDA,SAN FRANCISCO DE VERGEL,155,8
2693,HERNANDO DE BENAVENTE,ZAMORA CHINCHIPE,PALANDA,LA CANELA,126,11
2694,MARCO AGILA,ZAMORA CHINCHIPE,PALANDA,SAN FRANCISCO DE VERGEL,26,2
2698,COLEGIO VALLE DEL CHINCHIPE,ZAMORA CHINCHIPE,PALANDA,SAN FRANCISCO DE VERGEL,129,9
2701,UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH EXT BELLAVISTA,ZAMORA CHINCHIPE,PAQUISHA,BELLAVISTA,26,5
2702,HEROES DE PAQUISHA,ZAMORA CHINCHIPE,PAQUISHA,PAQUISHA,86,7
2705,UNIDAD EDUCATIVA EDUARDO JUANK MIIK,ZAMORA CHINCHIPE,PAQUISHA,NUEVO QUITO,154,13
2706,CIUDAD DE PAQUISHA,ZAMORA CHINCHIPE,PAQUISHA,PAQUISHA,136,9
2707,ANTONIO CHUMAPI,ZAMORA CHINCHIPE,PAQUISHA,BELLAVISTA,41,3
2709,CIUDAD DE SARAGURO,ZAMORA CHINCHIPE,PAQUISHA,NUEVO QUITO,42,2
2710,JOAQUIN GALLEGOS LARA,ZAMORA CHINCHIPE,PAQUISHA,NUEVO QUITO,26,2
2711,EDWIN VALENCIA,ZAMORA CHINCHIPE,PAQUISHA,NUEVO QUITO,58,5
2712,RIO CANCHIS,ZAMORA CHINCHIPE,PAQUISHA,BELLAVISTA,156,9
2713,HEROES DEL CENEPA,ZAMORA CHINCHIPE,PAQUISHA,NUEVO QUITO,40,2
2715,ABDON CALDERON MUÑOZ,ZAMORA CHINCHIPE,PAQUISHA,NUEVO QUITO,43,2
2718,VICENTE ROCAFUERTE,ZAMORA CHINCHIPE,PAQUISHA,NUEVO QUITO,67,5
2719,SEGUNDO CUEVA CELI,ZAMORA CHINCHIPE,PAQUISHA,PAQUISHA,263,14
2720,INSTITUTO TECNICO SUPERIOR SOBERANIA NACIONAL,ZAMORA CHINCHIPE,PAQUISHA,PAQUISHA,432,24
2729,ENRIQUE GIL GILBERTH,ZAMORA CHINCHIPE,YACUAMBI,28 DE MAYO (SAN JOSE DE YACUAMBI),31,2
2731,UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH EXT 28 DE MAYO,ZAMORA CHINCHIPE,YACUAMBI,28 DE MAYO (SAN JOSE DE YACUAMBI),182,6
2732,DANIEL CHALAN MATRIZ RCECIB EUGENIO DE SANTA CRUZ Y ESPEJO,ZAMORA CHINCHIPE,YACUAMBI,28 DE MAYO (SAN JOSE DE YACUAMBI),215,14
2733,ERNESTO GUEVARA,ZAMORA CHINCHIPE,YACUAMBI,28 DE MAYO (SAN JOSE DE YACUAMBI),31,2
2735,FRAY ENRIQUE VACAS GALINDO,ZAMORA CHINCHIPE,YACUAMBI,28 DE MAYO (SAN JOSE DE YACUAMBI),43,3
2736,GENERAL  QUIZQUIZ,ZAMORA CHINCHIPE,YACUAMBI,28 DE MAYO (SAN JOSE DE YACUAMBI),20,2
2737,JOSÉ MARIA URBINA,ZAMORA CHINCHIPE,YACUAMBI,28 DE MAYO (SAN JOSE DE YACUAMBI),30,2
2738,INKA SAMANA,ZAMORA CHINCHIPE,YACUAMBI,28 DE MAYO (SAN JOSE DE YACUAMBI),15,2
2746,OTTO AROSEMENA GOMEZ,ZAMORA CHINCHIPE,YACUAMBI,28 DE MAYO (SAN JOSE DE YACUAMBI),61,5
2747,COLEGIO TECNICO ALONSO DE MERCADILLO,ZAMORA CHINCHIPE,YACUAMBI,28 DE MAYO (SAN JOSE DE YACUAMBI),377,19
2748,PEDEMONTE MOSQUERA,ZAMORA CHINCHIPE,YACUAMBI,28 DE MAYO (SAN JOSE DE YACUAMBI),175,10
2749,SEBASTIAN DE BENALCAZAR,ZAMORA CHINCHIPE,YACUAMBI,28 DE MAYO (SAN JOSE DE YACUAMBI),38,3
2757,TUPAC AMARU,ZAMORA CHINCHIPE,YACUAMBI,LA PAZ,30,2
2758,HUAYNA CAPAC,ZAMORA CHINCHIPE,YACUAMBI,LA PAZ,74,6
2759,LUIS TSUKANKA,ZAMORA CHINCHIPE,YACUAMBI,LA PAZ,116,7
2760,HERMANA ESPERANZA SARANGO,ZAMORA CHINCHIPE,YACUAMBI,LA PAZ,22,2
2761,CIUDAD DE IBARRA,ZAMORA CHINCHIPE,YACUAMBI,LA PAZ,50,3
2763,ESCUELA DANIEL MARTINEZ,ZAMORA CHINCHIPE,YACUAMBI,LA PAZ,29,3
2764,JOSE MANUEL ARMIJOS PINEDA,ZAMORA CHINCHIPE,YACUAMBI,LA PAZ,37,3
2765,ANGEL NOLBERTO SUAREZ,ZAMORA CHINCHIPE,YACUAMBI,LA PAZ,62,6
2766,PRINCESA NUNKUI,ZAMORA CHINCHIPE,YACUAMBI,LA PAZ,112,10
2772,YAKUCHINKARIK,ZAMORA CHINCHIPE,YACUAMBI,TUTUPALI,36,3
2774,UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH EXTEN TUTUPALI,ZAMORA CHINCHIPE,YACUAMBI,TUTUPALI,35,4
2775,ESCUELA FISCAL MIXTA GENERAL MIRANDA,ZAMORA CHINCHIPE,YACUAMBI,TUTUPALI,68,7
2776,JAIME ROLDOS AGUILERA,ZAMORA CHINCHIPE,YACUAMBI,28 DE MAYO (SAN JOSE DE YACUAMBI),41,2
2779,UNIDAD EDU  A DISTANCIA ZAMORA CH EXT EL ZARZA,ZAMORA CHINCHIPE,YANTZAZA,YANTZAZA (YANZATZA),38,5
2781,UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH  EXT YANTZATZA,ZAMORA CHINCHIPE,YANTZAZA,YANTZAZA (YANZATZA),257,7
2789,ESCUELA LEOPOLDO LUCERO,ZAMORA CHINCHIPE,YANTZAZA,YANTZAZA (YANZATZA),24,2
2790,GENERAL RUMINAHUI,ZAMORA CHINCHIPE,YANTZAZA,YANTZAZA (YANZATZA),944,45
2792,JUAN PIO MONTUFAR,ZAMORA CHINCHIPE,YANTZAZA,YANTZAZA (YANZATZA),149,10
2793,SOR RUFINA,ZAMORA CHINCHIPE,YANTZAZA,YANTZAZA (YANZATZA),55,4
